row_id,engagement_score
89579,3.9678493
89580,4.3788137
89581,4.26995
89582,2.828121
89583,3.7835128
89584,2.1813457
89585,3.880006
89586,3.0625658
89587,4.097045
89588,3.8515577
89589,4.126055
89590,3.9447849
89591,2.1468608
89592,3.3971176
89593,3.8852966
89594,3.2877145
89595,4.3066483
89596,3.821845
89597,4.074866
89598,3.5298176
89599,3.4340768
89600,2.757559
89601,4.0702233
89602,3.9546645
89603,3.5450733
89604,2.9118235
89605,2.4566212
89606,3.0757604
89607,2.6127968
89608,4.109039
89609,4.327151
89610,2.9641175
89611,3.401094
89612,3.9296975
89613,3.7995117
89614,3.283994
89615,3.4229822
89616,4.1706057
89617,2.820115
89618,3.9778435
89619,3.6986148
89620,2.8533015
89621,2.700371
89622,3.3101854
89623,3.549548
89624,3.7799563
89625,3.9728942
89626,3.815074
89627,3.1226575
89628,3.6331065
89629,3.8104193
89630,4.4699
89631,3.101278
89632,1.9014266
89633,3.775868
89634,3.9198725
89635,3.1657617
89636,3.0583227
89637,4.1287923
89638,3.5621228
89639,3.9198954
89640,3.3874164
89641,3.477264
89642,3.020872
89643,3.668559
89644,3.2063835
89645,3.6054006
89646,1.8274884
89647,4.220886
89648,2.2679176
89649,3.2509522
89650,3.933242
89651,2.6832125
89652,3.384011
89653,3.0118377
89654,3.6014955
89655,4.447381
89656,3.6729438
89657,2.840844
89658,4.113872
89659,3.8854833
89660,4.3400493
89661,3.6054878
89662,3.121928
89663,3.8423865
89664,3.7173836
89665,3.5186744
89666,3.6862774
89667,2.5703344
89668,4.039877
89669,3.629651
89670,3.732958
89671,2.607282
89672,3.4216073
89673,3.321049
89674,1.9841008
89675,3.7188826
89676,3.0813994
89677,4.4445496
89678,3.8990889
89679,4.0720286
89680,3.3171222
89681,4.302617
89682,3.993753
89683,3.9072702
89684,3.9143639
89685,3.7758386
89686,3.8907447
89687,2.7957752
89688,2.592075
89689,4.1072903
89690,2.775002
89691,3.4060292
89692,2.1254015
89693,4.006344
89694,4.0844274
89695,4.378546
89696,3.3520412
89697,3.499617
89698,3.3124948
89699,3.591001
89700,2.8694816
89701,4.266594
89702,2.6592078
89703,3.9120266
89704,3.8856492
89705,3.1851232
89706,2.3360667
89707,4.144038
89708,3.4511304
89709,2.5345824
89710,2.9679804
89711,2.2974327
89712,4.1574764
89713,3.5323408
89714,4.03686
89715,1.6480063
89716,3.4791677
89717,1.7182664
89718,4.3154716
89719,4.2309794
89720,2.534782
89721,3.5148208
89722,4.045478
89723,3.0068347
89724,2.7078133
89725,3.6749763
89726,2.7791634
89727,3.521896
89728,3.556755
89729,3.7861679
89730,2.6115339
89731,3.8956542
89732,3.2416356
89733,2.9269142
89734,3.9987814
89735,4.2543354
89736,3.6585324
89737,3.4363692
89738,4.4380965
89739,3.197712
89740,4.342342
89741,3.5003767
89742,3.7886627
89743,2.937678
89744,2.523218
89745,3.3535702
89746,3.227426
89747,3.4168863
89748,1.4969614
89749,2.768318
89750,3.5924962
89751,3.1142464
89752,4.351071
89753,3.6547565
89754,3.8968093
89755,3.818768
89756,4.376371
89757,2.4487863
89758,4.4839706
89759,3.593057
89760,3.2690506
89761,3.3725
89762,3.183446
89763,3.4092205
89764,3.326746
89765,3.214803
89766,2.5728714
89767,3.6155555
89768,3.654235
89769,4.259873
89770,1.8395466
89771,4.649793
89772,3.1444228
89773,4.1927185
89774,4.557578
89775,3.9577518
89776,2.6241696
89777,4.0514617
89778,2.2775695
89779,3.8857484
89780,3.5951073
89781,3.583089
89782,4.0282674
89783,3.9270756
89784,2.9987147
89785,3.9316103
89786,3.983338
89787,3.7474651
89788,3.9143257
89789,4.3126874
89790,3.593591
89791,4.206587
89792,3.3881
89793,3.1299498
89794,3.220669
89795,2.883576
89796,2.203173
89797,3.589234
89798,3.6070623
89799,1.6488411
89800,2.6034331
89801,3.2053595
89802,2.9871411
89803,4.1884465
89804,2.8400614
89805,3.0310135
89806,4.401221
89807,3.9416006
89808,3.9232314
89809,2.3713112
89810,3.8262227
89811,3.3227928
89812,3.3546305
89813,4.055517
89814,4.049827
89815,2.7808986
89816,2.8552666
89817,3.9713528
89818,3.4147835
89819,2.9659598
89820,3.1706076
89821,2.9065382
89822,3.729459
89823,3.3618798
89824,3.3461146
89825,4.431246
89826,4.2591305
89827,4.003099
89828,2.9327352
89829,3.2597716
89830,3.8392944
89831,4.160736
89832,3.95644
89833,4.1000323
89834,3.6864078
89835,3.2515993
89836,3.476888
89837,2.6564562
89838,3.618515
89839,4.3267384
89840,3.5254643
89841,3.5663388
89842,3.1125712
89843,4.087049
89844,3.6907105
89845,3.2831674
89846,3.6110513
89847,1.9237742
89848,3.9104483
89849,3.4577942
89850,3.2857573
89851,3.5616887
89852,3.003215
89853,4.039673
89854,3.9217458
89855,3.0705295
89856,4.0327697
89857,3.9985693
89858,3.9042802
89859,3.6175802
89860,3.2267919
89861,4.2749243
89862,4.2337418
89863,4.2728353
89864,2.5671291
89865,3.733799
89866,3.9272037
89867,4.183447
89868,4.280677
89869,2.3889418
89870,3.4744644
89871,4.0836806
89872,4.129472
89873,3.6453698
89874,3.353026
89875,2.7306962
89876,4.1700134
89877,4.192256
89878,4.208705
89879,4.0227804
89880,3.5766456
89881,3.4387445
89882,3.2982624
89883,3.0742345
89884,3.0086415
89885,4.2374654
89886,4.500196
89887,2.473921
89888,3.6141522
89889,4.1346946
89890,4.107241
89891,3.8316262
89892,3.4003682
89893,3.3051062
89894,3.9111962
89895,3.387497
89896,3.0286973
89897,3.120412
89898,3.7323596
89899,4.1256657
89900,3.7157283
89901,3.9877129
89902,4.118306
89903,4.424836
89904,4.0732226
89905,3.0198789
89906,4.3774157
89907,2.9865654
89908,3.3856668
89909,3.4138246
89910,2.81064
89911,3.3368292
89912,4.1651473
89913,3.48304
89914,3.8400772
89915,3.941059
89916,3.5167623
89917,2.4056509
89918,3.3555439
89919,2.9775372
89920,4.0521045
89921,4.0489817
89922,3.2951531
89923,3.214993
89924,3.1312368
89925,2.8308115
89926,4.0623236
89927,3.9014618
89928,3.50059
89929,4.0027776
89930,3.4713292
89931,3.3937037
89932,3.5291023
89933,3.341458
89934,2.5250058
89935,2.234425
89936,3.2639053
89937,2.8711212
89938,2.204007
89939,3.9220114
89940,4.1846313
89941,3.7914188
89942,4.2076817
89943,2.1710658
89944,3.8354578
89945,3.6189532
89946,4.093226
89947,3.2640393
89948,2.9144585
89949,3.988713
89950,3.7931674
89951,4.2517176
89952,3.6844187
89953,3.9341767
89954,3.5395265
89955,3.785189
89956,2.384914
89957,3.034188
89958,3.795921
89959,3.6189904
89960,2.4563613
89961,3.8482583
89962,3.5117643
89963,3.8495066
89964,2.6361296
89965,2.4732404
89966,4.187146
89967,4.0851283
89968,3.6885605
89969,3.3610308
89970,3.002618
89971,3.360369
89972,3.5397856
89973,4.097508
89974,4.3786564
89975,3.3987856
89976,2.837843
89977,3.905217
89978,3.5120568
89979,3.3924143
89980,3.4705822
89981,3.6404378
89982,3.8810706
89983,3.4875402
89984,4.6303563
89985,3.8513112
89986,2.6241848
89987,3.4147651
89988,3.888359
89989,4.2451124
89990,4.2768297
89991,3.50396
89992,3.990711
89993,4.0892444
89994,3.8366332
89995,2.9114807
89996,4.071242
89997,4.5647593
89998,3.7332287
89999,2.5586941
90000,3.3597867
90001,4.254154
90002,3.9593046
90003,3.575252
90004,2.5151732
90005,4.3550076
90006,4.1513767
90007,3.984746
90008,2.2748787
90009,3.505903
90010,3.3541303
90011,2.9108818
90012,4.0666595
90013,3.099882
90014,2.7109628
90015,1.886184
90016,4.0461597
90017,3.6601143
90018,2.8317583
90019,3.3373556
90020,3.3979418
90021,3.7923963
90022,3.1184027
90023,4.1344285
90024,2.453463
90025,3.7814796
90026,3.1660345
90027,3.679033
90028,3.073966
90029,4.260878
90030,2.875741
90031,4.3941965
90032,2.8943086
90033,1.3500938
90034,3.6324823
90035,3.6201649
90036,3.703086
90037,4.060733
90038,3.827593
90039,4.0722136
90040,2.5587933
90041,3.521672
90042,2.6741388
90043,3.5470686
90044,3.3743663
90045,3.8636892
90046,2.9901059
90047,3.3080158
90048,3.7727938
90049,4.165509
90050,3.9846318
90051,3.5887716
90052,4.1194777
90053,4.1117406
90054,3.774324
90055,3.4245894
90056,3.2119024
90057,2.9176376
90058,3.3448868
90059,3.7302194
90060,3.8525152
90061,2.581931
90062,3.8633902
90063,3.1980734
90064,4.0782843
90065,3.88421
90066,4.221009
90067,4.4285417
90068,2.758337
90069,2.816799
90070,3.6775284
90071,2.6301565
90072,2.6553607
90073,3.8157122
90074,3.4008312
90075,3.1468556
90076,4.062034
90077,4.354419
90078,3.580965
90079,4.6038637
90080,2.7246342
90081,4.2752748
90082,3.8861327
90083,3.4803472
90084,4.0273957
90085,4.0575523
90086,3.845659
90087,3.5908785
90088,4.382457
90089,3.123425
90090,3.7937105
90091,3.474851
90092,4.6205263
90093,3.8916206
90094,3.385651
90095,3.754445
90096,2.6739402
90097,3.5455818
90098,3.9835303
90099,3.428283
90100,2.683281
90101,3.6260414
90102,3.0691621
90103,3.7182825
90104,3.7517421
90105,3.3866005
90106,4.007134
90107,2.4297287
90108,3.8135157
90109,3.237815
90110,3.7331927
90111,3.9951475
90112,2.424174
90113,3.3252466
90114,2.5907028
90115,2.0876815
90116,3.8234606
90117,3.5634134
90118,3.216247
90119,3.6435556
90120,2.7212548
90121,3.924837
90122,3.4753022
90123,3.6207857
90124,3.3427842
90125,3.9202523
90126,3.0350397
90127,3.7768874
90128,3.5963755
90129,3.7848425
90130,3.9319837
90131,3.3026464
90132,3.5147943
90133,3.608265
90134,2.194731
90135,3.923842
90136,1.9441688
90137,3.5022957
90138,3.333658
90139,4.439042
90140,4.25475
90141,2.976067
90142,3.0916257
90143,2.9354005
90144,4.1549277
90145,2.9409738
90146,3.445345
90147,3.7942944
90148,4.3430495
90149,2.8935375
90150,3.721536
90151,3.2164414
90152,3.8119674
90153,3.916202
90154,2.9356918
90155,3.8287163
90156,4.0966225
90157,2.2535248
90158,3.6913612
90159,3.4713402
90160,4.2813187
90161,2.2376096
90162,3.0023255
90163,3.3017101
90164,3.642363
90165,2.873065
90166,2.953645
90167,3.9969378
90168,3.2541063
90169,4.2953944
90170,3.937332
90171,4.014473
90172,3.6475585
90173,3.2389243
90174,3.2886684
90175,4.0175905
90176,2.9256146
90177,2.2412932
90178,3.5668368
90179,2.4865234
90180,3.9949336
90181,2.6639428
90182,4.074486
90183,3.4523318
90184,3.3561218
90185,2.668981
90186,3.0107694
90187,3.2795558
90188,3.7216513
90189,3.2293189
90190,3.450967
90191,4.232597
90192,3.8915904
90193,3.720609
90194,4.598205
90195,3.1017318
90196,4.272354
90197,3.3745558
90198,2.9765975
90199,3.0561197
90200,3.3352432
90201,4.0625715
90202,2.8072245
90203,3.935346
90204,1.7360735
90205,4.1407304
90206,3.1331675
90207,3.1760716
90208,3.637509
90209,3.3510191
90210,3.5379133
90211,4.243673
90212,3.8793256
90213,3.2218409
90214,3.2634408
90215,3.927865
90216,2.6462128
90217,3.5567303
90218,3.6878622
90219,4.2494235
90220,2.739206
90221,3.9262881
90222,3.2109108
90223,2.8583531
90224,3.9489653
90225,3.95004
90226,3.040534
90227,3.094683
90228,2.8190508
90229,3.5518992
90230,1.8602612
90231,3.515323
90232,3.7074363
90233,3.4063516
90234,3.9309516
90235,4.0442996
90236,4.3493705
90237,3.013244
90238,4.06889
90239,4.5471306
90240,3.43656
90241,3.6413352
90242,3.6938264
90243,4.0665746
90244,4.20704
90245,4.3352313
90246,3.7302482
90247,3.1644793
90248,3.7653148
90249,3.7043672
90250,1.4509025
90251,4.0028543
90252,2.730861
90253,4.4725003
90254,2.8505404
90255,3.69555
90256,2.7228897
90257,1.262005
90258,3.2950063
90259,2.4068809
90260,3.26767
90261,4.0304074
90262,3.5045888
90263,3.7718356
90264,2.5726998
90265,3.657309
90266,3.8312714
90267,4.29853
90268,3.194649
90269,2.351988
90270,3.2357168
90271,3.0328941
90272,4.293051
90273,2.242623
90274,4.192989
90275,3.9630167
90276,3.7064965
90277,3.9077718
90278,2.7937038
90279,3.5982459
90280,2.672796
90281,4.4707665
90282,4.2986865
90283,3.1951444
90284,3.1667314
90285,3.7330437
90286,2.4433548
90287,2.1621559
90288,2.4850733
90289,3.4943247
90290,3.360236
90291,3.2772877
90292,2.4715905
90293,3.0362253
90294,3.3037808
90295,2.956131
90296,4.255865
90297,2.7925923
90298,4.19811
90299,3.96826
90300,2.7387903
90301,1.1687884
90302,4.005251
90303,4.1487517
90304,3.4017212
90305,2.863644
90306,3.8772876
90307,4.1010585
90308,4.22927
90309,3.8158367
90310,4.13506
90311,2.5206127
90312,3.7446113
90313,3.9784882
90314,3.5167675
90315,2.1859145
90316,1.2584559
90317,3.9851635
90318,3.6234722
90319,3.3907094
90320,3.3325858
90321,3.869965
90322,4.1129513
90323,2.7184238
90324,3.5986392
90325,3.2406495
90326,3.8566093
90327,3.2397914
90328,3.4271681
90329,3.8560731
90330,3.901115
90331,3.3645225
90332,4.282487
90333,2.335672
90334,4.1499786
90335,3.9297945
90336,3.6207612
90337,3.6603744
90338,3.3945255
90339,3.1484973
90340,3.6489034
90341,3.8429654
90342,3.424376
90343,3.1270843
90344,3.7545085
90345,3.5485137
90346,3.7838
90347,2.637561
90348,3.217583
90349,2.6905081
90350,3.621509
90351,3.970209
90352,3.418334
90353,3.1177409
90354,3.785964
90355,3.42656
90356,3.225542
90357,4.37553
90358,4.47701
90359,2.7640345
90360,4.2082314
90361,3.8493154
90362,3.9934773
90363,2.4248896
90364,2.7697163
90365,2.7573874
90366,2.8144813
90367,4.716699
90368,2.6356354
90369,4.105107
90370,3.1048048
90371,2.5794158
90372,3.9371283
90373,3.4953384
90374,4.2673793
90375,3.041536
90376,3.6614347
90377,3.4971437
90378,3.8888466
90379,3.4506218
90380,3.793782
90381,3.0384374
90382,2.8164992
90383,4.4173145
90384,2.6260664
90385,3.0442052
90386,3.5901558
90387,3.2628343
90388,4.0516043
90389,3.4080346
90390,3.6432312
90391,4.1014094
90392,2.694324
90393,4.4772654
90394,2.7251432
90395,3.5088305
90396,4.013552
90397,3.70197
90398,4.297651
90399,4.2440615
90400,3.6414511
90401,2.957478
90402,3.429061
90403,2.446461
90404,3.8046246
90405,2.407481
90406,2.6786761
90407,3.6741185
90408,4.0069647
90409,4.050659
90410,2.3020926
90411,2.972586
90412,3.6384337
90413,4.117296
90414,3.79917
90415,4.238745
90416,2.2537873
90417,4.1938515
90418,2.426991
90419,2.6990948
90420,2.2043164
90421,4.1514335
90422,3.375735
90423,3.68131
90424,3.1380541
90425,3.65005
90426,3.1639872
90427,3.813439
90428,3.624776
90429,3.3720887
90430,3.5635173
90431,3.9230318
90432,4.1384187
90433,3.8925383
90434,4.6362376
90435,3.7988355
90436,3.3038154
90437,2.8972087
90438,4.5165076
90439,2.381918
90440,3.4243639
90441,3.3402066
90442,3.9561806
90443,4.172238
90444,3.308499
90445,2.3527825
90446,4.0509973
90447,2.944643
90448,3.9068205
90449,4.374362
90450,2.228221
90451,3.3971548
90452,3.6250677
90453,3.4957001
90454,3.0837898
90455,2.3305066
90456,3.9439552
90457,2.9504259
90458,3.537176
90459,2.743691
90460,3.9516282
90461,4.752308
90462,4.149815
90463,2.9403503
90464,3.1168435
90465,4.125858
90466,1.9125304
90467,3.2197118
90468,3.426712
90469,3.1803837
90470,3.7164013
90471,3.582579
90472,3.453964
90473,4.1599474
90474,4.5534678
90475,3.149818
90476,4.1894355
90477,3.4229274
90478,3.0045717
90479,3.138198
90480,3.1425533
90481,3.2881746
90482,3.585692
90483,4.381316
90484,2.9093919
90485,2.9349983
90486,3.7988844
90487,3.7519526
90488,3.4473217
90489,3.3987944
90490,3.9646513
90491,2.6274126
90492,4.3296328
90493,4.410224
90494,3.7050166
90495,3.5990736
90496,3.6615667
90497,3.270084
90498,3.4153273
90499,4.122058
90500,2.6407986
90501,3.631268
90502,3.8139212
90503,4.1050453
90504,3.60578
90505,2.781769
90506,3.5738094
90507,2.0952773
90508,4.0645266
90509,3.2847376
90510,3.7283664
90511,3.3297358
90512,3.9994519
90513,2.3957663
90514,3.6314654
90515,3.6065032
90516,2.2456882
90517,3.4406605
90518,3.9912446
90519,2.450324
90520,3.6129355
90521,3.7159176
90522,4.146127
90523,2.394839
90524,4.136313
90525,3.365401
90526,4.2581906
90527,4.3002367
90528,1.84306
90529,3.794128
90530,4.090436
90531,2.3702128
90532,4.3774605
90533,3.758799
90534,2.4723454
90535,3.6277301
90536,3.985516
90537,3.7048936
90538,3.510209
90539,2.7294383
90540,3.797919
90541,3.1080723
90542,4.065902
90543,4.136851
90544,3.71183
90545,3.5714412
90546,4.247691
90547,3.403182
90548,2.8779082
90549,3.7915623
90550,3.803855
90551,4.438718
90552,3.633698
90553,4.150214
90554,3.050841
90555,4.0577083
90556,2.4228833
90557,3.7495944
90558,4.21716
90559,3.635789
90560,4.1138983
90561,3.1427388
90562,3.8649182
90563,3.9969559
90564,3.4705086
90565,1.7068985
90566,3.893056
90567,4.4222193
90568,3.5825212
90569,4.5815234
90570,3.8965626
90571,3.093265
90572,3.9328284
90573,3.0534694
90574,2.3519146
90575,4.2838116
90576,4.1924996
90577,3.2924976
90578,3.4295216
90579,4.4961267
90580,3.3758903
90581,2.3037243
90582,3.8259027
90583,2.7793238
90584,2.3429518
90585,2.6772602
90586,3.9421601
90587,3.0078213
90588,4.08484
90589,3.684908
90590,4.1646338
90591,3.4058647
90592,4.033487
90593,4.0048857
90594,3.73398
90595,3.607643
90596,3.6322699
90597,4.1827536
90598,3.5487845
90599,2.8201835
90600,4.2017145
90601,3.3529665
90602,3.3538668
90603,3.8494713
90604,3.6121294
90605,2.5463645
90606,4.1807246
90607,4.178538
90608,3.9789386
90609,3.0466523
90610,4.2414966
90611,3.6908448
90612,3.62364
90613,2.8835876
90614,2.8114007
90615,1.3722774
90616,3.298027
90617,3.3876936
90618,1.8976547
90619,1.6473322
90620,3.8181984
90621,4.0345755
90622,3.9300294
90623,3.6044066
90624,2.3068547
90625,3.2531426
90626,4.5320525
90627,3.12156
90628,3.555298
90629,3.8549225
90630,1.9498887
90631,3.6332927
90632,3.477343
90633,3.7282763
90634,3.7101045
90635,3.0465763
90636,3.8924925
90637,4.0152717
90638,3.3055112
90639,3.270028
90640,3.647474
90641,4.3900533
90642,2.3063247
90643,3.1439316
90644,4.3938775
90645,3.8698032
90646,4.2080817
90647,2.7146919
90648,3.4720337
90649,2.520174
90650,3.0126376
90651,3.0828953
90652,4.6795096
90653,4.1962137
90654,3.5243568
90655,3.9149742
90656,2.571838
90657,3.256236
90658,2.363676
90659,3.9459672
90660,3.878756
90661,3.7855184
90662,3.9673526
90663,3.849334
90664,4.5168285
90665,3.5537467
90666,4.047024
90667,3.3987586
90668,4.645439
90669,3.0302048
90670,3.5487785
90671,3.7685041
90672,3.8437176
90673,4.240674
90674,3.9932618
90675,2.4030595
90676,2.346277
90677,0.5234396
90678,3.6278102
90679,4.2927785
90680,3.5623777
90681,4.227061
90682,3.0261338
90683,4.008792
90684,3.0504506
90685,3.2644167
90686,3.5572581
90687,3.970808
90688,2.7892592
90689,2.7827463
90690,3.8465276
90691,3.4688525
90692,4.000422
90693,3.5735204
90694,4.207773
90695,3.7653563
90696,3.4283688
90697,2.9480138
90698,2.912079
90699,4.026541
90700,4.0038724
90701,3.576868
90702,2.928348
90703,3.8658438
90704,3.511214
90705,3.3175955
90706,3.1641698
90707,3.7414126
90708,4.1752105
90709,2.503541
90710,2.9758847
90711,3.5388696
90712,3.7503831
90713,3.4453173
90714,2.677608
90715,2.470046
90716,3.1064467
90717,2.89527
90718,2.1067502
90719,3.7981713
90720,3.3001344
90721,4.1648135
90722,4.093837
90723,3.0365958
90724,3.7943056
90725,3.722112
90726,3.3954158
90727,3.8322496
90728,3.9577258
90729,3.592066
90730,2.6001081
90731,4.062673
90732,3.4290752
90733,3.1915722
90734,3.274889
90735,4.1448555
90736,3.5445008
90737,3.5589693
90738,2.1249037
90739,3.9614036
90740,2.8493392
90741,4.3824763
90742,3.4959984
90743,3.4154048
90744,4.121639
90745,3.7526848
90746,2.63871
90747,2.981348
90748,3.845597
90749,3.4619155
90750,3.0296514
90751,3.5641313
90752,3.37195
90753,3.6278377
90754,2.2944171
90755,2.4384
90756,3.1831691
90757,3.522123
90758,4.003131
90759,2.8317173
90760,3.0592897
90761,2.59901
90762,3.4077468
90763,4.2369323
90764,3.0878224
90765,4.2789726
90766,3.0728834
90767,3.3957057
90768,3.8186545
90769,3.334945
90770,3.1641762
90771,2.7914464
90772,3.8272815
90773,2.7023447
90774,4.1346416
90775,2.4127932
90776,3.4402986
90777,3.9330962
90778,3.2826056
90779,3.693507
90780,3.351399
90781,3.1901877
90782,3.4889038
90783,3.8428035
90784,3.5284228
90785,2.9186096
90786,2.8894083
90787,3.8283145
90788,3.8763223
90789,3.497092
90790,3.5325572
90791,3.642186
90792,3.361728
90793,3.6959968
90794,2.5266778
90795,4.2230487
90796,2.9650297
90797,3.3329475
90798,2.668334
90799,3.8835642
90800,3.9768834
90801,3.4039936
90802,2.703684
90803,3.1628296
90804,3.8492737
